docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000002571,Subtitles for De wereld is klein - 12/03/01," gezegd . Ik moest fluisteren",in zijn oor," dat er maar één god",in zijn oor,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.107.s.1.w.4 p.107.s.1.w.5 p.107.s.1.w.6,"  ","  "
WR-P-E-G-0000002571,Subtitles for De wereld is klein - 12/03/01," . Daarom moest ik dat",in zijn oor," fluisteren . GEGIL EN GEROEP",in zijn oor,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.110.s.1.w.5 p.110.s.1.w.6 p.110.s.1.w.7,"  ","  "
WR-P-E-G-0000010808,The hitchhikers guide to the galaxy," dat ? - Stop dit",in je oren," . We hebben per ongeluk",in je oor,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.170.s.2.w.4 p.170.s.2.w.5 p.170.s.2.w.6,"  ","  "
WR-P-E-G-0000010808,The hitchhikers guide to the galaxy," dat zodra je er eentje",in je oor," doet , je alles ...",in je oor,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.177.s.1.w.13 p.177.s.1.w.14 p.177.s.1.w.15,"  ","  "
WR-P-E-G-0000011533,The mothman prophecies," deze stem , alsof iemand",in mijn oor," fluisterde . "" Word wakker",in mijn oor,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.447.s.1.w.10 p.447.s.1.w.11 p.447.s.1.w.12,"  ","  "
WR-P-E-G-0000003660,Subtitles for Afrit 9 (17/02/03)," kalmeren steekt Carinne Loonis kaarsen",in hun oren," . Het kan allemaal in",in hun oor,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.373.s.1.w.17 p.373.s.1.w.18 p.373.s.1.w.19,"  ","  "
WR-P-E-G-0000004853,Subtitles for De week van Karrewiet (15/11/03)," spreken . Met je vinger",in je oor," hoor je de opbeller .",in je oor,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.89.s.1.w.4 p.89.s.1.w.5 p.89.s.1.w.6,"  ","  "
WR-P-E-C-0000000943,Babelonië," en gekunstelde taal , die",in mijn oren," niet erg natuurlijk klonk .",in mijn oor,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.2.w.11 p.1.s.2.w.12 p.1.s.2.w.13,"  ","  "
WR-P-E-C-0000000174,Unspecified," aparte specialismen uiteenvalt , klonken",in onze oren," een beetje vals . Juist",in ons oor,"VZ(init) VNW(bez,det,stan,vol,1,mv,prenom,met-e,rest) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.283.s.1.w.24 p.283.s.1.w.25 p.283.s.1.w.26,"  ","  "
WR-P-E-C-0000006838,Recensie: De 100 favorieten van Vic van de Reijt," Jimmy Osmond en die er",in mijn oren," onterecht kapitalen mee verdiende .",in mijn oor,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.8.s.2.w.29 p.8.s.2.w.30 p.8.s.2.w.31,"  ","  "
WR-P-E-C-0000008071,De plannen van Klara," : het hing ervan af",in wiens oor," hij gefluisterd werd . De",in wie oor,"VZ(init) VNW(vb,pron,gen,vol,3m,ev) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.5.w.24 p.2.s.5.w.25 p.2.s.5.w.26,"  ","  "
WR-P-E-G-0000000633,Subtitles for FC De Kampioenen (28) - Depressi," ! Ik heb zo'n tuut",in mijn oren," . En ik zweet zo.",in mijn oor,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.43.s.1.w.5 p.43.s.1.w.6 p.43.s.1.w.7,"  ","  "
WR-P-E-G-0000011094,Hitch," op haar rug , praat",in haar oor," , alsof het een geheim",in haar oor,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.614.s.1.w.14 p.614.s.1.w.15 p.614.s.1.w.16,"  ","  "
WR-P-E-G-0000000368,Subtitles for HLZHI - LUchthaven II (11)," iets dat ze ook goed",in hun oren," knopen bij Sabena . Daar",in hun oor,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.187.s.1.w.7 p.187.s.1.w.8 p.187.s.1.w.9,"  ","  "
