docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000011085,The weather man," nooit iemand in zijn gezicht",met een handschoen," . Want als je dat",met een handschoen,"VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.764.s.1.w.8 p.764.s.1.w.9 p.764.s.1.w.10,"  ","  "
WR-P-E-G-0000004091,Subtitles for Thuis 1427," heb dat voorzichtig willen ...",Met de fluwelen handschoen," , zoals je zei .",met de fluwelen handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,zonder) N(soort,ev,basis,onz,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.366.s.1.w.7 p.366.s.1.w.8 p.366.s.1.w.9 p.366.s.1.w.10,"   ","   "
WR-P-E-G-0000004091,Subtitles for Thuis 1427," er gaande is ? !",Met de fluwelen handschoen," ? Dikke zever ! Een",met de fluwelen handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,zonder) N(soort,ev,basis,onz,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.370.s.1.w.1 p.370.s.1.w.2 p.370.s.1.w.3 p.370.s.1.w.4,"   ","   "
WR-P-E-G-0000002541,Subtitles for De leukste eeuw (12)," laten leeg maken . Zo",met een handschoen," .. Dus gebruik bij het",met een handschoen,"VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.161.s.1.w.2 p.161.s.1.w.3 p.161.s.1.w.4,"  ","  "
WR-P-E-A-0000911236,Forummer van de week," , zelfs al gebeurt dat",met een fluwelen handschoen," . Om nu niet langer",met een fluwelen handschoen,"VZ(init) LID(onbep,stan,agr) ADJ(prenom,basis,zonder) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.34 p.7.s.1.w.35 p.7.s.1.w.36 p.7.s.1.w.37,"   ","   "
WR-P-E-A-0000873474,Nieuw initiatief op Vlaanderen Actueel," ? Nog zo iemand die",met de fluwelen handschoen," werd benaderd en ze terug",met de fluwelen handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,zonder) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.5 p.2.s.2.w.6 p.2.s.2.w.7 p.2.s.2.w.8,"   ","   "
WR-P-E-A-0000734867,Weigering nationaliteit wegens boerka," algemeen , maar andere religies",met een fluwelen handschoen," benaderen. ( en dat bevestigt",met een fluwelen handschoen,"VZ(init) LID(onbep,stan,agr) ADJ(prenom,basis,zonder) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.4.w.25 p.7.s.4.w.26 p.7.s.4.w.27 p.7.s.4.w.28,"   ","   "
WR-P-P-B-0000000113,Waar het de tijd aan ontbreekt," voelen , meer voelen ...",Met een handschoen," wreef hij haar huid tot",met een handschoen,"VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3207.s.5.w.9 p.3207.s.5.w.10 p.3207.s.5.w.11,"  ","  "
WR-P-P-B-0000000217,Dochter van Agadir," me met zo veel verve",met de ruwe handschoen," dat ik ervan bloedde .",met de ruw handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.738.s.2.w.25 p.738.s.2.w.26 p.738.s.2.w.27 p.738.s.2.w.28,"   ","   "
WR-P-P-B-0000000217,Dochter van Agadir," hete waterdamp , wreef grootmoeder",met een grove handschoen," het vuil uit onze huid",met een grof handschoen,"VZ(init) LID(onbep,stan,agr) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1515.s.3.w.22 p.1515.s.3.w.23 p.1515.s.3.w.24 p.1515.s.3.w.25,"   ","   "
WR-P-P-B-0000000201,Versteend," wil dat je Yesim Keyder",met een fluwelen handschoen," aanpakt . Volgens mij is",met een fluwelen handschoen,"VZ(init) LID(onbep,stan,agr) ADJ(prenom,basis,zonder) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1898.s.5.w.7 p.1898.s.5.w.8 p.1898.s.5.w.9 p.1898.s.5.w.10,"   ","   "
WR-P-P-G-0000120972,WOORDEN Tennis (1)," men op het idee om",met een handschoen," te spelen : niet alleen",met een handschoen,"VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.2.w.9 p.3.s.2.w.10 p.3.s.2.w.11,"  ","  "
WR-P-P-B-0000000131,Dora Maar," hield . De geheimzinnige dame",met de blauwe handschoen," , die Breton het hoofd",met de blauw handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.373.s.5.w.4 p.373.s.5.w.5 p.373.s.5.w.6 p.373.s.5.w.7,"   ","   "
WR-P-P-B-0000000131,Dora Maar," die haar de ' dame",met de blauwe handschoen," ' noemde . Een merkwaardig",met de blauw handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.844.s.6.w.18 p.844.s.6.w.19 p.844.s.6.w.20 p.844.s.6.w.21,"   ","   "
WR-P-P-G-0000564167,"""Koning vreest voor zijn toekomst''"," enkele stijlgebruiken op . Omfloerst",met de fluwelen handschoen," en heel kort suggereerde hij",met de fluwelen handschoen,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,zonder) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.19.s.2.w.2 p.19.s.2.w.3 p.19.s.2.w.4 p.19.s.2.w.5,"   ","   "
WR-P-P-H-0000143504,Nuance ***** -- Nuchter keukentalent," . De borden worden ingezet",met een witte handschoen," aan de rechterhand , er",met een wit handschoen,"VZ(init) LID(onbep,stan,agr) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.5 p.2.s.2.w.6 p.2.s.2.w.7 p.2.s.2.w.8,"   ","   "
