docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-C-0000006313,Kouleur FM - aflevering 38," Rick de Leeuw ligt al",uit het zadel," , met een letterlijk gebroken",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.53.w.6 p.2.s.53.w.7 p.2.s.53.w.8,"  ","  "
WR-P-E-G-0000002645,Subtitles for Mijn Gedacht - Jeugd van tegenwo," paar dagen kwamen er wormen",uit het zadel," . De jeugd van tegenwoordig",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.185.s.1.w.8 p.185.s.1.w.9 p.185.s.1.w.10,"  ","  "
WR-P-E-G-0000006975,Subtitles for Panorama - Arafat tegen het lich," De Israëli's kunnen Arafat alleen",uit het zadel," lichten .. .. door hem",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.176.s.1.w.6 p.176.s.1.w.7 p.176.s.1.w.8,"  ","  "
WR-P-E-A-0000340944,Re: BB 4," resultaat dat de persoon steeds",uit het zadel," vliegt en er hard in",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.3.w.16 p.3.s.3.w.17 p.3.s.3.w.18,"  ","  "
WR-P-E-G-0000004963,Subtitles for Panorama - Arafat tegen het lich," De Israëli's kunnen Arafat alleen",uit het zadel," lichten .. .. door hem",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.171.s.1.w.6 p.171.s.1.w.7 p.171.s.1.w.8,"  ","  "
WR-P-E-G-0000000198,Subtitles for Panorama - Het Mugabe-complot," , willen hem door leugens",uit het zadel," lichten , denkt hij .",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.22.s.1.w.13 p.22.s.1.w.14 p.22.s.1.w.15,"  ","  "
WR-P-E-G-0000010494,A knights tale," nodig . Hij moet je",uit het zadel," gooien . lk weet hoe",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.47.s.2.w.4 p.47.s.2.w.5 p.47.s.2.w.6,"  ","  "
WR-P-E-G-0000010494,A knights tale," punten als je een ridder",uit het zadel," werpt . En als je",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.344.s.1.w.7 p.344.s.1.w.8 p.344.s.1.w.9,"  ","  "
WR-P-E-G-0000010494,A knights tale," En als je een ridder",uit het zadel," werpt win je zijn paard",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.345.s.1.w.6 p.345.s.1.w.7 p.345.s.1.w.8,"  ","  "
WR-P-E-G-0000010494,A knights tale," heeft nog nooit een man",uit het zadel," geworpen , of wel ?",uit het zadel,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.674.s.1.w.9 p.674.s.1.w.10 p.674.s.1.w.11,"  ","  "
