docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000004106,Subtitles for Histories - Maurice De Wilde (2)," , je moet ze bijna",in hun hemd," zetten . Het hangt ook",in hun hemd,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.240.s.1.w.11 p.240.s.1.w.12 p.240.s.1.w.13,"  ","  "
WR-P-E-C-0000008092,Column: Philippe Vandenheuvel gegleden (10)," Dré Steemans die Gina Lisa",in haar hemd," zet . Kurt , breng",in haar hemd,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.45.w.9 p.1.s.45.w.10 p.1.s.45.w.11,"  ","  "
WR-P-E-C-0000011196,De plannen van Klara," omdat het de romantische reisschrijvers",in hun hemd," zet . Tekst : Eric",in hun hemd,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.19.w.19 p.3.s.19.w.20 p.3.s.19.w.21,"  ","  "
WR-P-E-C-0000016705,Kouleur FM (100)," zet echter ook de media",in hun hemd," . Terecht . Het nieuws",in hun hemd,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.8.s.4.w.10 p.8.s.4.w.11 p.8.s.4.w.12,"  ","  "
WR-P-E-G-0000011030,How to lose a guy in 10 days," naast die afschuwelijke man ...",in het groene hemd," dat ik zelfs nooit zou",in het groen hemd,"VZ(init) LID(bep,stan,evon) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,onz,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.392.s.1.w.1 p.392.s.1.w.2 p.392.s.1.w.3 p.392.s.1.w.4,"   ","   "
WR-P-E-G-0000011257,The shawshank redemption," niet weer te veel stijfsel",in m'n hemden," . Hoe zie ik eruit",in mijn hemd,"VZ(init) VNW(bez,det,stan,red,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.738.s.1.w.7 p.738.s.1.w.8 p.738.s.1.w.9,"  ","  "
WR-P-E-G-0000003693,Subtitles for Afrit 9 (24/2/03)," de winter loop ik niet",in mijn hemd," op straat . Dat is",in mijn hemd,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.127.s.1.w.7 p.127.s.1.w.8 p.127.s.1.w.9,"  ","  "
WR-P-E-G-0000004605,"Subtitles for Wij, heren van Zichem (2)"," en achter ons gelopen .",In zijn hemd," . Ik weet niet waar",in zijn hemd,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.640.s.2.w.1 p.640.s.2.w.2 p.640.s.2.w.3,"  ","  "
WR-P-E-A-0000617905,Nederlandse staat pakt cartoonist op !!!," redelijk ver gaat en iedereen",in zijn hemd," zet wie men ook is",in zijn hemd,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.1.w.20 p.2.s.1.w.21 p.2.s.1.w.22,"  ","  "
WR-P-E-A-0000816714,Topcriminelen," . Zet je de gemeenschap",in haar hemd," ga je vrijuit . Is",in haar hemd,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.2.w.5 p.2.s.2.w.6 p.2.s.2.w.7,"  ","  "
WR-P-E-A-0000425301,Studies voor een titel," . België ontmaskerd . België",in zijn blote hemd," . België in zijn blote",in zijn bloot hemd,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,onz,stan)",VZ VNW ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.2 p.5.s.1.w.3 p.5.s.1.w.4 p.5.s.1.w.5,"   ","   "
WR-P-E-A-0000596124,Petitie," kwam ? Vele ondertekenaars zijn",in hun hemd," gezet . ",in hun hemd,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.1.w.4 p.4.s.1.w.5 p.4.s.1.w.6,"  ","  "
WR-P-E-G-0000010911,Get shorty," . Zie je die man",in dat blauwe hemd," ? De andere kant .",in dat blauw hemd,"VZ(init) VNW(aanw,det,stan,prenom,zonder,evon) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,onz,stan)",VZ VNW ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.232.s.1.w.5 p.232.s.1.w.6 p.232.s.1.w.7 p.232.s.1.w.8,"   ","   "
WR-P-E-G-0000006006,Subtitles for Histories - Maurice De Wilde (2)," , je moet ze bijna",in hun hemd," zetten . Het hangt ook",in hun hemd,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.239.s.1.w.11 p.239.s.1.w.12 p.239.s.1.w.13,"  ","  "
WR-P-E-G-0000004770,Subtitles for Thuis 1478," ! Dat mens heeft mij",in mijn hemd," gezet , Marianne . En",in mijn hemd,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.305.s.1.w.5 p.305.s.1.w.6 p.305.s.1.w.7,"  ","  "
WR-P-E-G-0000008246,Subtitles for De bovenste plank (9)," .. .. de rabbit hup",in de hemd," . En Emanuelo niks touchare",in de hemd,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.104.s.1.w.16 p.104.s.1.w.17 p.104.s.1.w.18,"  ","  "
WR-P-E-G-0000005084,Subtitles for Thuis 573," moeten zien bij Rosa ,",in mijn hemd," . Wat dat ventje zich",in mijn hemd,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.276.s.1.w.9 p.276.s.1.w.10 p.276.s.1.w.11,"  ","  "
WR-P-E-G-0000011110,Miss congeniality 2 armed and fabulous," heb al maanden niet meer",in m'n hemd," gestaan . Alhoewel ik nog",in mijn hemd,"VZ(init) VNW(bez,det,stan,red,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.398.s.2.w.7 p.398.s.2.w.8 p.398.s.2.w.9,"  ","  "
