docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000006809,Subtitles for ABC van de VRT II (9)," leuke grabbelton * We keken",naar Het Zwaard," van Ardoewaan * Naar Slisse",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.140.s.1.w.20 p.140.s.1.w.21 p.140.s.1.w.22,"  ","  "
WR-P-E-G-0000010395,Army of darkness," ! Jij hebt als eerste",naar het zwaard," gegrepen ! En deze duivel",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.94.s.1.w.5 p.94.s.1.w.6 p.94.s.1.w.7,"  ","  "
WR-P-E-A-0000026236,Unspecified," ) : "" Allen die",naar het zwaard," grijpen , zullen door het",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.11.s.1.w.4 p.11.s.1.w.5 p.11.s.1.w.6,"  ","  "
WR-P-E-A-0000026243,Unspecified," ) : "" Allen die",naar het zwaard," grijpen , zullen door het",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.1.w.4 p.5.s.1.w.5 p.5.s.1.w.6,"  ","  "
WR-P-E-G-0000010394,Army of darkness," ! Jij hebt als eerste",naar het zwaard," gegrepen ! En deze duivel",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.94.s.1.w.5 p.94.s.1.w.6 p.94.s.1.w.7,"  ","  "
WR-P-P-B-0000000310,Inleiding op het boek Jeremia," zwaard is bestemd , gaat",naar het zwaard," ; wie voor de honger",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1539.s.1.w.9 p.1539.s.1.w.10 p.1539.s.1.w.11,"  ","  "
WR-P-P-B-0000000149,M'n legendarische ex," van . ' Hij die",naar het zwaard," grijpt , zal door het",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1174.s.3.w.4 p.1174.s.3.w.5 p.1174.s.3.w.6,"  ","  "
WR-P-P-B-0000000281,Inleiding op het boek Genesis," Jakob en Dina's broers ,",naar hun zwaard," , overvielen de op niets",naar hun zwaard,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2184.s.1.w.27 p.2184.s.1.w.28 p.2184.s.1.w.29,"  ","  "
WR-P-P-B-0000000034,De zwaardcodex (de sage van de waanzin)," heel onnatuurlijk . Bryn greep",naar zijn zwaard," , hoewel Elyon mocht weten",naar zijn zwaard,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1137.s.2.w.3 p.1137.s.2.w.4 p.1137.s.2.w.5,"  ","  "
WR-P-P-B-0000000034,De zwaardcodex (de sage van de waanzin)," . Ze hadden zo geboeid",naar het kristallen zwaard," zitten staren dat ze de",naar het kristallen zwaard,"VZ(init) LID(bep,stan,evon) ADJ(prenom,basis,zonder) N(soort,ev,basis,onz,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1730.s.1.w.5 p.1730.s.1.w.6 p.1730.s.1.w.7 p.1730.s.1.w.8,"   ","   "
WR-P-P-B-0000000034,De zwaardcodex (de sage van de waanzin)," culmus ' - ze wees",naar haar zwaard," - ' in de buurt",naar haar zwaard,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2440.s.5.w.10 p.2440.s.5.w.11 p.2440.s.5.w.12,"  ","  "
WR-P-P-B-0000000034,De zwaardcodex (de sage van de waanzin)," geven , dus reikte hij",naar zijn zwaard," - al zag hij de",naar zijn zwaard,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3852.s.6.w.27 p.3852.s.6.w.28 p.3852.s.6.w.29,"  ","  "
WR-P-P-B-0000000034,De zwaardcodex (de sage van de waanzin)," Dwerg niet de gelegenheid geven",naar het zwaard," of de schede te vragen",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5815.s.3.w.28 p.5815.s.3.w.29 p.5815.s.3.w.30,"  ","  "
WR-P-P-G-0000636140,"""Liedjes over trollen en koning Arthur''"," Merlijn gaat hij op zoek",naar zijn zwaard," in Trollenland . Maar eerst",naar zijn zwaard,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.2.w.8 p.2.s.2.w.9 p.2.s.2.w.10,"  ","  "
WR-P-P-B-0000000228,Black-out," wand . Ik staar even",naar het zwaard," en bedenk dat het helemaal",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.257.s.3.w.4 p.257.s.3.w.5 p.257.s.3.w.6,"  ","  "
WR-P-P-B-0000000038,De zondagsvrouw," moordwapen volledig verklaart : wie",naar het zwaard," grijpt ... ' Ze barstten",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.780.s.3.w.34 p.780.s.3.w.35 p.780.s.3.w.36,"  ","  "
WR-P-P-B-0000000026,De samenzwering van Calaspia," klauwen . Geschrokken greep hij",naar zijn zwaard," . Hij wilde de anderen",naar zijn zwaard,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1568.s.3.w.4 p.1568.s.3.w.5 p.1568.s.3.w.6,"  ","  "
WR-P-P-B-0000000433,1," is voor het zwaard -",naar het zwaard," , wie bestemd is voor",naar het zwaard,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1549.s.1.w.8 p.1549.s.1.w.9 p.1549.s.1.w.10,"  ","  "
