docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000010797,Harry potter and the goblet of fire," Die ouwe zak heeft ogen",in zijn achterhoofd," . En hoort alles in",in zijn achterhoofd,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.217.s.1.w.6 p.217.s.1.w.7 p.217.s.1.w.8,"  ","  "
WR-P-E-G-0000004075,Subtitles for Vlaanderen vakantieland 20/03," schip . Toen had ik",in mijn achterhoofd," : dat zou ik ooit",in mijn achterhoofd,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.262.s.1.w.4 p.262.s.1.w.5 p.262.s.1.w.6,"  ","  "
WR-P-E-G-0000011526,Devour," loop ... en mijn vader",in het achterhoofd," schiet . Overkomen jou zulke",in het achterhoofd,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.301.s.1.w.4 p.301.s.1.w.5 p.301.s.1.w.6,"  ","  "
WR-P-E-C-0000014076,Nieuws van het ZRO-front," 3,00 . Met de erkenningprocedures",in het achterhoofd," , die ze overigens zonder",in het achterhoofd,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.6.w.4 p.1.s.6.w.5 p.1.s.6.w.6,"  ","  "
WR-P-E-C-0000012791,TV1 wordt één: het hoe en waarom," hebben gevonden . Met dit",in het achterhoofd," stelde één trots zijn nieuwe",in het achterhoofd,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.14.s.5.w.3 p.14.s.5.w.4 p.14.s.5.w.5,"  ","  "
WR-P-E-C-0000000174,Unspecified," , maar een eigenwijs stemmetje",in uw achterhoofd," blijft vervelende vragen stellen .",in uw achterhoofd,"VZ(init) VNW(bez,det,stan,vol,2,getal,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.218.s.2.w.25 p.218.s.2.w.26 p.218.s.2.w.27,"  ","  "
WR-P-E-C-0000009739,Idool 2007 (live 3): Dean & Esther," op te treden speelde wel",in mijn achterhoofd," mee vandaag . Het lijkt",in mijn achterhoofd,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.6.s.1.w.11 p.6.s.1.w.12 p.6.s.1.w.13,"  ","  "
WR-P-E-C-0000000219,Unspecified," Griffioen . ) . Ogen",in je achterhoofd," . Miep Diekman . (",in je achterhoofd,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.68.s.2.w.2 p.68.s.2.w.3 p.68.s.2.w.4,"  ","  "
WR-P-E-C-0000000242,Unspecified," - 3339666 . Tentoonstelling Ogen",in het achterhoofd," , 1 oktober 1998 -",in het achterhoofd,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.12.s.1.w.3 p.12.s.1.w.4 p.12.s.1.w.5,"  ","  "
WR-P-E-C-0000013123,Yesterday op Radio M fm en in De Beiaard (1)," doen , maar het is",in mijn achterhoofd," blijven sudderen . Als je",in mijn achterhoofd,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.6.s.7.w.14 p.6.s.7.w.15 p.6.s.7.w.16,"  ","  "
