docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000000957,Subtitles for De Leukste Eeuw (25)," everzwijn nog een brok van",in de keel," krijgt . Volgende week is",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.367.s.1.w.17 p.367.s.1.w.18 p.367.s.1.w.19,"  ","  "
WR-P-E-G-0000002934,Subtitles for FC De Kampioenen (153) - Lottoko," , mijn maag zit nog",in mijn keel," . Hoe ? Hier is",in mijn keel,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.505.s.1.w.7 p.505.s.1.w.8 p.505.s.1.w.9,"  ","  "
WR-P-E-G-0000011439,The skeleton key," gebonden , gebonden en verstrikt",in zijn keel," . Laat het water omlaag",in zijn keel,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.565.s.1.w.9 p.565.s.1.w.10 p.565.s.1.w.11,"  ","  "
WR-P-E-G-0000010937,Jawbreaker," er ? Wat zit er",in haar keel," ? Courtney ? Lieve hemel",in haar keel,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.45.s.2.w.4 p.45.s.2.w.5 p.45.s.2.w.6,"  ","  "
WR-P-E-G-0000010937,Jawbreaker," - Er zit een toverbal",in haar keel," . Die halen we eruit",in haar keel,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.147.s.2.w.6 p.147.s.2.w.7 p.147.s.2.w.8,"  ","  "
WR-P-E-G-0000011300,Days," pen of zoiets een gat",in zijn keel," maken . "" Jasper ,",in zijn keel,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.139.s.1.w.8 p.139.s.1.w.9 p.139.s.1.w.10,"  ","  "
WR-P-E-C-0000010382,In Brugge werden Vlaamse artiesten geëerd," en kreeg even een krop",in de keel," . Terwijl zij in de",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.12.w.11 p.3.s.12.w.12 p.3.s.12.w.13,"  ","  "
WR-P-E-C-0000011942,Mediapijn of mediafijn met Coryn (31)," vertelt ongedwongen met een brok",in de keel," dat ze zeer eenzaam is",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.7.s.1.w.14 p.7.s.1.w.15 p.7.s.1.w.16,"  ","  "
WR-P-E-G-0000002404,Subtitles for Mijn Gedacht - Ik spring uit mij," heb dan zo'n raar gevoel",in mijn keel," , dat ik alles wil",in mijn keel,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.57.s.1.w.7 p.57.s.1.w.8 p.57.s.1.w.9,"  ","  "
WR-P-E-G-0000005351,"Subtitles for Wij, heren van Zichem (19)"," ! Als je zo'n pijn",in je keel," en je hoofd moest hebben",in je keel,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.42.s.1.w.5 p.42.s.1.w.6 p.42.s.1.w.7,"  ","  "
WR-P-E-G-0000005342,Subtitles for Thuis 1556," rechtstaan . Mijn hart bonsde",in mijn keel," . Ik dacht : """,in mijn keel,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.60.s.1.w.4 p.60.s.1.w.5 p.60.s.1.w.6,"  ","  "
WR-P-E-G-0000002477,Subtitles for Thuis 966," ook vaak met een krop",in de keel," rond . Maar dan denk",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.69.s.1.w.9 p.69.s.1.w.10 p.69.s.1.w.11,"  ","  "
WR-P-E-G-0000001399,Subtitles for De Leukste Eeuw van (16)," . "" Ik ga u",in uw keel," bijten "" , roept Dracula",in uw keel,"VZ(init) VNW(bez,det,stan,vol,2,getal,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.307.s.2.w.5 p.307.s.2.w.6 p.307.s.2.w.7,"  ","  "
WR-P-E-C-0000000383,Unspecified," toorn blijkt uit het mes",in de keel," , maar waar is het",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.32.s.8.w.7 p.32.s.8.w.8 p.32.s.8.w.9,"  ","  "
WR-P-E-F-0000000564,Hersenvliesontsteking geconstateerd in Spanje," wordt veroorzaakt door de meningokokkenbacterie",in de keel," . Kenmerken van de ziekte",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.1.w.7 p.4.s.1.w.8 p.4.s.1.w.9,"  ","  "
WR-P-E-G-0000008721,Subtitles for Urbain 7/7 - MÚmÚ verliefd," "" Ik steek mijn vinger",in mijn keel," . Bweurk ! PUBLIEK LACHT",in mijn keel,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.10.s.2.w.5 p.10.s.2.w.6 p.10.s.2.w.7,"  ","  "
WR-P-E-G-0000011261,Farinelli," Je hebt je eigen dood",in je keel," ! Stop ! Riccardo Broschi",in je keel,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.1.w.6 p.4.s.1.w.7 p.4.s.1.w.8,"  ","  "
WR-P-E-G-0000000417,Subtitles for Stafkes Straffe Kost (25) - Avon," . Een hond ... Kikker",in de keel," . Bill had een plan",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.84.s.1.w.5 p.84.s.1.w.6 p.84.s.1.w.7,"  ","  "
WR-P-E-G-0000006809,Subtitles for ABC van de VRT II (9)," HIJ SPREEKT MET EEN KROP",IN DE KEEL," Morgen begint Stadion al om",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.68.s.1.w.6 p.68.s.1.w.7 p.68.s.1.w.8,"  ","  "
WR-P-E-G-0000003017,Subtitles for Thuis 1295," bij het altaar . Vinger",in de keel," . Dat kan ik niet",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.67.s.1.w.2 p.67.s.1.w.3 p.67.s.1.w.4,"  ","  "
WR-P-E-G-0000003017,Subtitles for Thuis 1295," Ik voel het kloppen tot",in mijn keel," . Zal ik Ann bellen",in mijn keel,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.269.s.1.w.9 p.269.s.1.w.10 p.269.s.1.w.11,"  ","  "
WR-P-E-G-0000008978,Subtitles for Stories - Als moeder en zoon kan," verliezen en de gevoelige huid",in zijn keel," en mond . Hij is",in zijn keel,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.38.s.1.w.11 p.38.s.1.w.12 p.38.s.1.w.13,"  ","  "
WR-P-E-G-0000004678,Subtitles for Afrit 9 (13.10.03)," hoedje en kreeg een prop",in de keel," . De aanleiding waarvoor wij",in de keel,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.317.s.1.w.12 p.317.s.1.w.13 p.317.s.1.w.14,"  ","  "
WR-P-E-G-0000007284,Subtitles for Blokken 2204," die woont al drie maanden",in mijn keel," . Twee letters heeft u",in mijn keel,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.374.s.1.w.7 p.374.s.1.w.8 p.374.s.1.w.9,"  ","  "
WR-P-E-G-0000000070,Subtitles for Het leven zoals het is - Costa B," . Ik kreeg een krop",in m'n keel," . Ik zou 't doen",in mijn keel,"VZ(init) VNW(bez,det,stan,red,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.253.s.1.w.5 p.253.s.1.w.6 p.253.s.1.w.7,"  ","  "
WR-P-E-G-0000006853,Subtitles for Dieren in nesten VII (2)," eens voelen . Valerie knijpt",in zijn keel," . Hij begint als vanzelf",in zijn keel,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.88.s.1.w.3 p.88.s.1.w.4 p.88.s.1.w.5,"  ","  "
