docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000007303,Subtitles for Witse II (3) - Groene jongen," En nu moet je het",brood uit je mond," sparen , zeker ? Allez",brood uit je mond,"N(soort,ev,basis,onz,stan) VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.63.s.1.w.6 p.63.s.1.w.7 p.63.s.1.w.8 p.63.s.1.w.9,"   ","   "
WR-P-E-A-0005815128,Moe," vanmorgen ? ze haalt het",brood uit haar mond," en gooit het met een",brood uit haar mond,"N(soort,ev,basis,onz,stan) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.9 p.3.s.1.w.10 p.3.s.1.w.11 p.3.s.1.w.12,"   ","   "
WR-P-E-G-0000002721,Subtitles for Rubriek 700 - Oude Meesters (7/8," die man heeft zich het",brood uit de mond," moeten sparen om een camera",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.168.s.1.w.15 p.168.s.1.w.16 p.168.s.1.w.17 p.168.s.1.w.18,"   ","   "
WR-P-E-L-0000000574,Unspecified," kleine vissers van wie het",brood uit de mond," gestoten is door EU trawlers",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2318.s.1.w.10 text.1.event.2318.s.1.w.11 text.1.event.2318.s.1.w.12 text.1.event.2318.s.1.w.13,"   ","   "
WR-P-P-B-0000000013,Galíndez," dat emigrantengespuis dat ons het",brood uit de mond," en de kleren van ons",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1693.s.1.w.35 p.1693.s.1.w.36 p.1693.s.1.w.37 p.1693.s.1.w.38,"   ","   "
WR-P-P-G-0000379044,Belg bespaart voor het eerst op voeding," zeggen dat we letterlijk het",brood uit onze mond," sparen , zegt Fedis-voorzitter Baudouin",brood uit ons mond,"N(soort,ev,basis,onz,stan) VZ(init) VNW(bez,det,stan,vol,1,mv,prenom,met-e,rest) N(soort,ev,basis,zijd,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.1.w.9 p.4.s.1.w.10 p.4.s.1.w.11 p.4.s.1.w.12,"   ","   "
WR-P-P-G-0000171565,gerda vermeire (42) getuigt hoe kanker nog altijd arm maakt," en ze spaart zich het",brood uit de mond," om haar behandeling te kunnen",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.3.w.22 p.7.s.3.w.23 p.7.s.3.w.24 p.7.s.3.w.25,"   ","   "
WR-P-P-B-0000000193,Café Babylon," . Ze stoten je het",brood uit de mond," . Laat ik je nooit",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.452.s.5.w.5 p.452.s.5.w.6 p.452.s.5.w.7 p.452.s.5.w.8,"   ","   "
WR-P-P-H-0000154693,In Marokko," dat een kwakzalver ze het",brood uit de mond," stal . Een man die",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.21 p.1.s.2.w.22 p.1.s.2.w.23 p.1.s.2.w.24,"   ","   "
WR-P-P-G-0000231683,Mary Lamb (1764-1847)," , stalen volgens Mary het",brood uit de mond," van de allerarmsten , voor",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.7.w.15 p.6.s.7.w.16 p.6.s.7.w.17 p.6.s.7.w.18,"   ","   "
WR-P-P-H-0000174769,Twee donderstenen," om hun arische collega het",brood uit de mond," te stelen . Wat een",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.30 p.3.s.2.w.31 p.3.s.2.w.32 p.3.s.2.w.33,"   ","   "
WR-P-P-H-0000034652,Een reiziger met een rugzak," niet alleen lokale werklozen het",brood uit de mond," , met het weinige geld",brood uit de mond,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.11.s.7.w.9 p.11.s.7.w.10 p.11.s.7.w.11 p.11.s.7.w.12,"   ","   "
