docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000010551,The lord of the rings the two towers," dat ravijn . Th?oden loopt",in een val," . Hij denkt dat hij",in een val,"VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.599.s.2.w.3 p.599.s.2.w.4 p.599.s.2.w.5,"  ","  "
WR-P-E-G-0000010478,Spy game," - De missie was Cathcart",in de val," lokken . En van jouw",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.469.s.2.w.6 p.469.s.2.w.7 p.469.s.2.w.8,"  ","  "
WR-P-E-G-0000002958,Subtitles for Vlaanderen Vakantieland 26/01," . Maar eigenlijk zaten ze",in een val," . Ze waren de rechtgetrokken",in een val,"VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.79.s.1.w.5 p.79.s.1.w.6 p.79.s.1.w.7,"  ","  "
WR-P-E-G-0000010792,Without a paddle," . Nee , ze zitten",in de val," . Ze kunnen nu alleen",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1010.s.1.w.5 p.1010.s.1.w.6 p.1010.s.1.w.7,"  ","  "
WR-P-E-G-0000002965,Subtitles for Panorama - Al Qaeda slaat terug," . Een paar surfers zaten",in de val," van de nachtclub . Bali",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.152.s.1.w.5 p.152.s.1.w.6 p.152.s.1.w.7,"  ","  "
WR-P-E-G-0000010492,The mummy returns," Kom op . We zitten",in de val," . Doe eens wat .",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.884.s.1.w.3 p.884.s.1.w.4 p.884.s.1.w.5,"  ","  "
WR-P-E-G-0000011439,The skeleton key," mensen gewond . We zitten",in de val," . Schiet alsjeblieft op .",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.865.s.2.w.3 p.865.s.2.w.4 p.865.s.2.w.5,"  ","  "
WR-P-E-G-0000006965,Subtitles for Vlaanderen Vakantieland 33/04," niet aanstond , zat je",in de val," in het interval . Ik",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.343.s.1.w.11 p.343.s.1.w.12 p.343.s.1.w.13,"  ","  "
WR-P-E-G-0000001161,Subtitles for Stafkes Straffe Kost (51) - Choc," Verrader ! Je lokte me",in de val," . Boe ! Haha .",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.106.s.1.w.4 p.106.s.1.w.5 p.106.s.1.w.6,"  ","  "
WR-P-E-G-0000007049,Subtitles for Space shuttle," schietstoelen . De astronauten zaten",in de val," . Sinds de ramp met",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.73.s.1.w.4 p.73.s.1.w.5 p.73.s.1.w.6,"  ","  "
WR-P-E-G-0000005103,Subtitles for Kapitein Zeppos I (14) - De rug," Hij gebruikte Ariane om hem",in de val," te lokken . En ik",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.131.s.1.w.6 p.131.s.1.w.7 p.131.s.1.w.8,"  ","  "
WR-P-E-G-0000003080,Subtitles for Thuis 1134," toe . Jullie hebben haar",in de val," gelokt . Dat zijn jouw",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.271.s.1.w.4 p.271.s.1.w.5 p.271.s.1.w.6,"  ","  "
WR-P-E-G-0000010488,The lord of the rings the fellowship of the ring," kwam het een nieuwe drager",in de val," liet lopen Mijn sssschatje ...",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.49.s.1.w.5 p.49.s.1.w.6 p.49.s.1.w.7,"  ","  "
WR-P-E-C-0000018105,Tien jaar geleden: Radio W nieuw VRT-net?," Dag Allemaal ' trapte niet",in de val," van de twee bollebozen .",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.11.s.3.w.12 p.11.s.3.w.13 p.11.s.3.w.14,"  ","  "
WR-P-E-C-0000007520,Interview met Edwin Ysebaert," . Edwin lokte de journalisten",in de val," , en liet hen publiceren",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.7.w.5 p.1.s.7.w.6 p.1.s.7.w.7,"  ","  "
WR-P-E-C-0000010741,Interview met Edwin Ysebaert," . Edwin lokte de journalisten",in de val," , en liet hen publiceren",in de val,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.7.w.5 p.1.s.7.w.6 p.1.s.7.w.7,"  ","  "
WR-P-E-C-0000003110,Die dag in radioland (180)," , eindigt om 11.25 uur",in een zware val," . Een Nederlandse reddingshelikopter voert",in een zwaar val,"VZ(init) LID(onbep,stan,agr) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.20 p.3.s.2.w.21 p.3.s.2.w.22 p.3.s.2.w.23,"   ","   "
