docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-C-0000002855,Minister Plasterk op stage bij Eén Vandaag," van montages en een onderwerp",voor het voetlicht," brengen dat anders misschien nooit",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.2.w.20 p.3.s.2.w.21 p.3.s.2.w.22,"  ","  "
WR-P-E-C-0000000266,Unspecified," het klooster Facons in Antwerpen",voor het voetlicht," : Jacomijne Costers ( 1497",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.112.s.1.w.18 p.112.s.1.w.19 p.112.s.1.w.20,"  ","  "
WR-P-E-C-0000000344,Unspecified," en 16e eeuw hadden opnieuw",voor het voetlicht," te brengen . De Zuidelijke",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.103.s.1.w.25 p.103.s.1.w.26 p.103.s.1.w.27,"  ","  "
WR-P-E-C-0000000332,Unspecified," poezievernieuwers voor het eerst integraal",voor het voetlicht," . Donderdag 29 februari zal",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.56.s.6.w.22 p.56.s.6.w.23 p.56.s.6.w.24,"  ","  "
WR-P-E-C-0000000263,Unspecified," waarvoor een voorstel is ingediend",voor het voetlicht," gehaald . Metamorfoze Nieuws verscheen",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.50.s.1.w.16 p.50.s.1.w.17 p.50.s.1.w.18,"  ","  "
WR-P-E-C-0000002061,Roel Dijkhuis nieuwe juryvoorzitter NL-Awards," belonen , te ontwikkelen en",voor het voetlicht," te brengen . Er zijn",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.7.s.1.w.17 p.7.s.1.w.18 p.7.s.1.w.19,"  ","  "
WR-P-E-G-0000004191,Subtitles for HLZHEI - Airport (77)," industriebaron . Opnieuw treedt Carla",voor het voetlicht," . Carla hoort pas later",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.79.s.1.w.4 p.79.s.1.w.5 p.79.s.1.w.6,"  ","  "
WR-P-E-A-0000562221,Moslimjongere hangt tussen culturen," terwijl ze hun standpunt juist",voor het voetlicht," moeten brengen om meer begrip",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.1.w.19 p.5.s.1.w.20 p.5.s.1.w.21,"  ","  "
WR-P-E-F-0000001010,"Sport is niet alleen gezond en leuk, maar ook leerzaam"," deze opvoedkundige waarden van sport",voor het voetlicht," te brengen , heeft de",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.7 p.3.s.1.w.8 p.3.s.1.w.9,"  ","  "
WR-P-E-A-0004202685,"Is discussie zwammen, tamara?"," en ik bracht mijn overdenkingen",voor het voetlicht," . Van een aantal vrouwen",voor het voetlicht,"VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.6.w.14 p.1.s.6.w.15 p.1.s.6.w.16,"  ","  "
