docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-C-0000003784,Cursus azijnpissen (41)," burgemeester van Almere ) kilo's",boter op haar hoofd," heeft ? De schat werd",boter op haar hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.1.w.37 p.12.s.1.w.38 p.12.s.1.w.39 p.12.s.1.w.40,"   ","   "
WR-P-E-A-0000844819,LDD eist ontslag minister Dewael en oprichting Parlementaire Onderzoekscommissie," Minister Dewael heeft dus evenveel",boter op zijn hoofd," als de politietop zelf !",boter op zijn hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.7.w.6 p.7.s.7.w.7 p.7.s.7.w.8 p.7.s.7.w.9,"   ","   "
WR-P-E-A-0000465155,Kosovo nieuwste staat in Europa," die tegen zijn hebben zelf",boter op hun hoofd," . Wat moet de EU",boter op hun hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.8 p.1.s.1.w.9 p.1.s.1.w.10 p.1.s.1.w.11,"   ","   "
WR-P-E-A-0000637980,voor diegene die niet weten wat islam is," hebben zowel Israëli als Palestijnen",boter op het hoofd," : ik kan niet zeggen",boter op het hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.24.s.1.w.9 p.24.s.1.w.10 p.24.s.1.w.11 p.24.s.1.w.12,"   ","   "
WR-P-E-A-0000840135,De wereld kiest massaal voor Obama," . Ook Israel heeft immers",boter op zijn hoofd," betreffende het verstoren van de",boter op zijn hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.5 p.2.s.3.w.6 p.2.s.3.w.7 p.2.s.3.w.8,"   ","   "
WR-P-E-G-0000010943,The whole nine yards," niks . De politici hebben",boter op het hoofd," . Snap je ? Ik",boter op het hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.289.s.2.w.4 p.289.s.2.w.5 p.289.s.2.w.6 p.289.s.2.w.7,"   ","   "
WR-P-E-G-0000011149,The yards," niks . De politici hebben",boter op het hoofd," . Snap je ? Ik",boter op het hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.289.s.2.w.4 p.289.s.2.w.5 p.289.s.2.w.6 p.289.s.2.w.7,"   ","   "
WR-P-E-A-0000513877,Opinie. Weg met de stemplicht. (Mia Doornaert)," schoenen staan , en geen",boter op zijn hoofd," hebben en vooral : houden",boter op zijn hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.10.s.2.w.13 p.10.s.2.w.14 p.10.s.2.w.15 p.10.s.2.w.16,"   ","   "
WR-P-E-A-0000464322,Aan de politiek-correcte eenheidsdenkers," stromingen hebben op dat vlak",boter op het hoofd," ) de waarden van """,boter op het hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.1.w.23 p.8.s.1.w.24 p.8.s.1.w.25 p.8.s.1.w.26,"   ","   "
WR-P-E-A-0004835821,Hij is leuk," genoemd?.Leuke link , zelf ook",boter op je hoofd," ? . ",boter op je hoofd,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.23 p.1.s.1.w.24 p.1.s.1.w.25 p.1.s.1.w.26,"   ","   "
