docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000004956,Subtitles for Kampioenen," ? Intussen staat hier de",boel op stelten," . En ze drinken op",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.424.s.1.w.5 p.424.s.1.w.6 p.424.s.1.w.7,"  ","  "
WR-P-E-G-0000010179,Subtitles for Vriend of vijand 17," Krin , VOOR je de",boel op stelten," zet , moet er worden",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.88.s.1.w.6 p.88.s.1.w.7 p.88.s.1.w.8,"  ","  "
WR-P-E-G-0000003923,Subtitles for Pas Geverfd II (5)," bedreigingen ? We gaan de",boel op stelten," zetten . Blij ? Ik",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.43.s.1.w.4 p.43.s.1.w.5 p.43.s.1.w.6,"  ","  "
WR-P-E-G-0000005522,Subtitles for Witse (11)," . En die zetten de",boel op stelten," in het huis van madame",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.73.s.1.w.5 p.73.s.1.w.6 p.73.s.1.w.7,"  ","  "
WR-P-E-G-0000000919,Subtitles for daens (1)," . Kom jij hier de",boel op stelten," zetten ? Je weet alles",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.264.s.1.w.5 p.264.s.1.w.6 p.264.s.1.w.7,"  ","  "
WR-P-E-G-0000007902,Subtitles for Kaat en Co (71) - Herrie," Het varken uithangen en de",boel op stelten," zetten ? Absoluut . En",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.334.s.1.w.6 p.334.s.1.w.7 p.334.s.1.w.8,"  ","  "
WR-P-E-A-0000376698,Selektief racisme," storen en nog eens de",boel op stelten," te willen zetten ( op",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.6.s.1.w.13 p.6.s.1.w.14 p.6.s.1.w.15,"  ","  "
WR-P-E-A-0000176971,Unspecified," , als we maar de",boel op stelten," kunnen zetten . ",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.29 p.3.s.1.w.30 p.3.s.1.w.31,"  ","  "
WR-P-E-A-0000561276,dienstplicht," Dan kunnen ze daar de",boel op stelten," zetten . ",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.2.w.6 p.4.s.2.w.7 p.4.s.2.w.8,"  ","  "
WR-P-E-A-0000036844,Unspecified," nu echt leren of de",boel op stelten," zetten . ",boel op stelt,"N(soort,ev,basis,zijd,stan) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.8.s.1.w.31 p.8.s.1.w.32 p.8.s.1.w.33,"  ","  "
