docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000010686,Constantine," . Er zit altijd een",addertje onder het gras," . Er staat dat hij",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.524.s.1.w.5 p.524.s.1.w.6 p.524.s.1.w.7 p.524.s.1.w.8,"   ","   "
WR-P-E-G-0000010686,Constantine," zal vinden . Altijd een",addertje onder het gras," . Ja . Dus .",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.919.s.1.w.3 p.919.s.1.w.4 p.919.s.1.w.5 p.919.s.1.w.6,"   ","   "
WR-P-E-C-0000000486,Gezonde weetjes," Toch zitten er vaak enkele",addertjes onder het gras," . Enkele verrassende voorbeelden op",adder onder het gras,"N(soort,mv,dim) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.3.w.6 p.1.s.3.w.7 p.1.s.3.w.8 p.1.s.3.w.9,"   ","   "
WR-P-E-C-0000008260,EDPnet mengt zich in de prijzenslag," ongelimiteerd , onbeperkt . Geen",addertjes onder het gras," hier ! ",adder onder het gras,"N(soort,mv,dim) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.4.w.2 p.3.s.4.w.3 p.3.s.4.w.4 p.3.s.4.w.5,"   ","   "
WR-P-E-G-0000010940,Lucky numbers," . Er zit wel een",addertje onder het gras," . Die beste Dale bewijst",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.742.s.1.w.5 p.742.s.1.w.6 p.742.s.1.w.7 p.742.s.1.w.8,"   ","   "
WR-P-E-C-0000017663,Woensdag: gratis boek bij de bladenboer," juiste kader plaatsen . Een",addertje onder het gras," dus ? Of een slangetje",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.5.w.2 p.1.s.5.w.3 p.1.s.5.w.4 p.1.s.5.w.5,"   ","   "
WR-P-E-C-0000009110,Belgacom en Telenet : 'onbeperkt' downloaden," zie je toch nog een",addertje onder het gras," . Want onbeperkt is niet",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.2.w.16 p.4.s.2.w.17 p.4.s.2.w.18 p.4.s.2.w.19,"   ","   "
WR-P-E-C-0000016532,Belgacom en Telenet : 'onbeperkt' downloaden," zie je toch nog een",addertje onder het gras," . Want onbeperkt is niet",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.2.w.16 p.4.s.2.w.17 p.4.s.2.w.18 p.4.s.2.w.19,"   ","   "
WR-P-E-G-0000011052,Oceans twelve," houden . Er zit geen",addertje onder het gras," . Ze leren het jou",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.860.s.1.w.4 p.860.s.1.w.5 p.860.s.1.w.6 p.860.s.1.w.7,"   ","   "
WR-P-E-G-0000006776,Subtitles for Histories - Het geval Walschap," .. .. maar niet het",addertje onder het gras," ... Ze dachten dat Walschap",adder onder het gras,"N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.370.s.1.w.27 p.370.s.1.w.28 p.370.s.1.w.29 p.370.s.1.w.30,"   ","   "
