docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000008167,Subtitles for Panorama - Ziek van mobiel belle," zeggen : "" Jongens ,",pas op de plaats," . "" Als ze dat",pas op de plaats,"BW() VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",BW VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.393.s.1.w.9 p.393.s.1.w.10 p.393.s.1.w.11 p.393.s.1.w.12,"   ","   "
WR-P-E-A-0005513645,En de pas,En de,pas op de plaats," , het gevoel dat je",pas op de plaats,"BW() VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",BW VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",head.1.s.1.w.3 p.1.s.1.w.1 p.1.s.1.w.2 p.1.s.1.w.3,"   ","   "
WR-P-E-A-0004485940,Lieve mom," mom Goed zo nu even",pas op de plaats," en tijd voor jezelf nemen",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.5 p.1.s.1.w.6 p.1.s.1.w.7 p.1.s.1.w.8,"   ","   "
WR-P-E-A-0006581004,Marjolein," De komende vier weken even",pas op de plaats," . Ik hoop dat dit",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.6 p.4.s.3.w.7 p.4.s.3.w.8 p.4.s.3.w.9,"   ","   "
WR-P-E-A-0006513782,Ook hier prietjes," het renen . Dus even",pas op de plaats," en tijd voor mezelf .",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.11.s.2.w.3 p.11.s.2.w.4 p.11.s.2.w.5 p.11.s.2.w.6,"   ","   "
WR-P-E-A-0006498413,Ingestort," keiharde buik dus maar even",pas op de plaats," . ik moet ook steeds",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.1.w.28 p.2.s.1.w.29 p.2.s.1.w.30 p.2.s.1.w.31,"   ","   "
WR-P-E-A-0006556434,***lijstje 17 januari 2008***," naar 62 kg ( even",pas op de plaats," ) . Cecile , 83,8",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.24.s.1.w.18 p.24.s.1.w.19 p.24.s.1.w.20 p.24.s.1.w.21,"   ","   "
WR-P-E-A-0006556575,*** lijstje 27 januari 2008 ***," naar 62 kg ( even",pas op de plaats," ) . Cecile , 83,8",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.22.s.1.w.18 p.22.s.1.w.19 p.22.s.1.w.20 p.22.s.1.w.21,"   ","   "
WR-P-E-A-0000896166,De voordelen van de financiële crisis.," versoberingsprogramma , of tenminste een",pas op de plaats," maken om eens goed te",pas op de plaats,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.29 p.1.s.4.w.30 p.1.s.4.w.31 p.1.s.4.w.32,"   ","   "
WR-P-E-A-0005507016,Sini," jezelf in acht en maak",pas op de plaats," . Ik heb vooral ook",pas op de plaats,"BW() VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",BW VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.9.w.18 p.2.s.9.w.19 p.2.s.9.w.20 p.2.s.9.w.21,"   ","   "
