docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000002297,Subtitles for Dierenkliniek III (16)," u iets dacht over een",kat in een zak," en kopen , maar het",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.178.s.1.w.9 p.178.s.1.w.10 p.178.s.1.w.11 p.178.s.1.w.12,"   ","   "
WR-P-E-G-0000007311,Subtitles for Thuis 1711," nodig , ik heb geen",kat in een zak," gekocht . Allez , bedankt",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.73.s.1.w.7 p.73.s.1.w.8 p.73.s.1.w.9 p.73.s.1.w.10,"   ","   "
WR-P-E-G-0000002224,Subtitles for Flikken II (8) - Dikke vrienden," marchandise . Ik koop geen",kat in een zak," . Ja , ziet er",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.667.s.1.w.4 p.667.s.1.w.5 p.667.s.1.w.6 p.667.s.1.w.7,"   ","   "
WR-P-E-G-0000007910,Subtitles for Vrolijk Vlaanderen (105) - Markt," . Ik zal nooit een",kat in een zak," meegeven . Ik zal de",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.446.s.1.w.5 p.446.s.1.w.6 p.446.s.1.w.7 p.446.s.1.w.8,"   ","   "
WR-P-E-G-0000006540,Subtitles for Thuis 1648," En ze heeft duidelijk geen",kat in een zak," gekocht . Dus ... ..",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.416.s.2.w.6 p.416.s.2.w.7 p.416.s.2.w.8 p.416.s.2.w.9,"   ","   "
WR-P-E-G-0000005780,Subtitles for Thuis 666," , maar ik koop geen",kat in een zak," . Mohammed , het is",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.144.s.1.w.11 p.144.s.1.w.12 p.144.s.1.w.13 p.144.s.1.w.14,"   ","   "
WR-P-E-A-0000501272,Leterme wil ban op nachvluchten," een vergissing ; maar welke",kat in een zak," je koopt met Dedecker weet",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.10 p.1.s.1.w.11 p.1.s.1.w.12 p.1.s.1.w.13,"   ","   "
WR-P-E-A-0000408424,Nieuwe woorden en uitdrukkingen.," Bij een asiel om een",kat in de zak," vragen ! Een bekeerde kanibaal",kat in de zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.45.s.1.w.6 p.45.s.1.w.7 p.45.s.1.w.8 p.45.s.1.w.9,"   ","   "
WR-P-E-A-0005020950,Consumentenprogramma," Tros Radar , of via",Kat in de Zak," van rtl4 . ",Kat in de zak,"SPEC(deeleigen) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",SPEC VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.10 p.1.s.1.w.11 p.1.s.1.w.12 p.1.s.1.w.13,"   ","   "
WR-P-E-A-0000501268,Leterme wil ban op nachvluchten," een vergissing ; maar welke",kat in een zak," je koopt met Dedecker weet",kat in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.10 p.5.s.1.w.11 p.5.s.1.w.12 p.5.s.1.w.13,"   ","   "
