docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000000150,Subtitles for Afrit 9 (25/02/02)," rondlopen met een ontbrekende knoop",aan zijn jas," . Maar een paraplu met",aan zijn jas,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.239.s.1.w.9 p.239.s.1.w.10 p.239.s.1.w.11,"  ","  "
WR-P-E-G-0000009216,Subtitles for Quix V 14," van knopen . Niet knopen",aan je jas," , maar zoals een zeeman",aan je jas,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.107.s.1.w.3 p.107.s.1.w.4 p.107.s.1.w.5,"  ","  "
WR-P-E-G-0000010697,Sin city," zichzelf Bedankt voor het herinneren",aan mijn jas," En voor alle kleine dingen",aan mijn jas,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1539.s.1.w.5 p.1539.s.1.w.6 p.1539.s.1.w.7,"  ","  "
WR-P-E-G-0000010694,Sin city," oude . Bedankt dat je",aan mijn jas," hebt gedacht . Voor al",aan mijn jas,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.726.s.1.w.4 p.726.s.1.w.5 p.726.s.1.w.6,"  ","  "
WR-P-E-G-0000007477,Subtitles for Thuis 1724," . Zolang jouw geitje niet",aan mijn jas," knabbelt zoals vorige keer .",aan mijn jas,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.195.s.1.w.5 p.195.s.1.w.6 p.195.s.1.w.7,"  ","  "
WR-P-E-G-0000010748,Seven years in tibet," ruilen . Hoe kom je",aan dat jasje," ? Van een communistische soldaat",aan dat jas,"VZ(fin) VNW(aanw,det,stan,prenom,zonder,evon) N(soort,ev,dim,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.206.s.1.w.4 p.206.s.1.w.5 p.206.s.1.w.6,"  ","  "
WR-P-E-G-0000010749,Seven years in tibet," ruilen . Hoe kom je",aan dat jasje," ? Van een communistische soldaat",aan dat jas,"VZ(fin) VNW(aanw,det,stan,prenom,zonder,evon) N(soort,ev,dim,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.206.s.1.w.4 p.206.s.1.w.5 p.206.s.1.w.6,"  ","  "
WR-P-E-G-0000004375,Subtitles for Het Sacrament," . Hoe zou je anders",aan die jas," komen ? Je bedelt bij",aan die jas,"VZ(init) VNW(aanw,det,stan,prenom,zonder,rest) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.357.s.1.w.5 p.357.s.1.w.6 p.357.s.1.w.7,"  ","  "
WR-P-E-A-0005999993,Lize," als ik door de juf",aan mijn jasje," werd getrokken als mijn zoontje",aan mijn jas,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.4.w.16 p.2.s.4.w.17 p.2.s.4.w.18,"  ","  "
WR-P-E-G-0000001431,Subtitles for Ben en de Belgen (8)," zag ze trekken en sleuren",aan die jas," . Ze scheurde in tweeën",aan die jas,"VZ(init) VNW(aanw,det,stan,prenom,zonder,rest) N(soort,ev,basis,zijd,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.251.s.2.w.7 p.251.s.2.w.8 p.251.s.2.w.9,"  ","  "
