docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000010582,Pirates of the caribbean the curse of the black pearl," en en haar te redden",om haar hart," te winnen ... dan moet",om haar hart,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.393.s.1.w.13 p.393.s.1.w.14 p.393.s.1.w.15,"  ","  "
WR-P-E-G-0000011077,Wimbledon," niet mijn gewoonte ... ...",om mijn hart," uit storten op televisie .",om mijn hart,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.928.s.1.w.2 p.928.s.1.w.3 p.928.s.1.w.4,"  ","  "
WR-P-E-G-0000011077,Wimbledon," helemaal geen gewoonte van me",om mijn hart," uit te storten . Lizzie",om mijn hart,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.929.s.1.w.8 p.929.s.1.w.9 p.929.s.1.w.10,"  ","  "
WR-P-E-C-0000000805,Meer bewegen (2)," mensen sporten Zwemmen : perfect",om je hart," aan het werk te zetten",om je hart,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.12.s.1.w.4 p.12.s.1.w.5 p.12.s.1.w.6,"  ","  "
WR-P-E-G-0000010975,Maid in manhattan," kleine meid Strikt een lint",om mijn hart," Pappie's kleine kind Zwaait vaarwel",om mijn hart,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1166.s.1.w.4 p.1166.s.1.w.5 p.1166.s.1.w.6,"  ","  "
WR-P-E-G-0000010581,Pirates of the caribbean the curse of the black pearl," en en haar te redden",om haar hart," te winnen , dan moet",om haar hart,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.390.s.1.w.13 p.390.s.1.w.14 p.390.s.1.w.15,"  ","  "
WR-P-E-C-0000011218,De Dag van de Hoffelijkheid bij Radio 2," Dan krijg je een minuut",om je hart," te luchten en je gal",om je hart,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.6.w.6 p.1.s.6.w.7 p.1.s.6.w.8,"  ","  "
WR-P-E-G-0000002859,Subtitles for Thuis 1043," Marianne , wij vragen gewoon",om je hart," te laten spreken . Zet",om je hart,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.13.s.1.w.6 p.13.s.1.w.7 p.13.s.1.w.8,"  ","  "
WR-P-E-G-0000010770,Ice age," carnivoor te zijn . Rot",om hun hart," te moeten breken , Maar",om hun hart,"VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.317.s.1.w.2 p.317.s.1.w.3 p.317.s.1.w.4,"  ","  "
WR-P-E-G-0000008046,Subtitles for Kinderen van Dewindt (6/11) - Ge," jaren samen . Ik kom",om mijn goed hart," te tonen en iedereen denkt",om mijn goed hart,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) ADJ(prenom,basis,zonder) N(soort,ev,basis,onz,stan)",VZ VNW ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.307.s.1.w.3 p.307.s.1.w.4 p.307.s.1.w.5 p.307.s.1.w.6,"   ","   "
WR-P-E-G-0000010584,Pirates of the caribbean the curse of the black pearl," en en haar te redden",om haar hart," te winnen ... ... dan",om haar hart,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.387.s.1.w.15 p.387.s.1.w.16 p.387.s.1.w.17,"  ","  "
WR-P-E-G-0000003329,Subtitles for Overleven - Vaten van de dood," samentrekken en hoe ze samenwerken",om ons hart," te doen werken . Een",om ons hart,"VZ(init) VNW(bez,det,stan,vol,1,mv,prenom,zonder,evon) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.30.s.1.w.16 p.30.s.1.w.17 p.30.s.1.w.18,"  ","  "
WR-P-E-G-0000011157,Drowning mona," naar uitvaartcentrum Cubby ... ...",om je hart," uit te storten . We",om je hart,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.277.s.1.w.2 p.277.s.1.w.3 p.277.s.1.w.4,"  ","  "
