docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000002294,Subtitles for Mijn Gedacht - Winkelen," onze kosten winkelen . Welkom",bij de dag," van 555 frank . Marjolein",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.45.s.1.w.2 p.45.s.1.w.3 p.45.s.1.w.4,"  ","  "
WR-P-E-C-0000000228,Unspecified," streektaalfunctionarissen hun werkzaamheden voorstellen .",Bij de dag," verschijnt een boek waarin naast",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.53.s.1.w.1 p.53.s.1.w.2 p.53.s.1.w.3,"  ","  "
WR-P-E-G-0000006950,Subtitles for W817 (64)," . Mijn documentaire ! Welkom",bij De laatste dag," , met Gerry Le Roi",bij de laat dag,"VZ(init) LID(bep,stan,rest) ADJ(prenom,sup,met-e,stan) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.231.s.1.w.2 p.231.s.1.w.3 p.231.s.1.w.4 p.231.s.1.w.5,"   ","   "
WR-P-E-A-0000254749,Re: sensation," dan was ik er al",bij de dag," dat de kaartverkoop begon .",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.32 p.1.s.1.w.33 p.1.s.1.w.34,"  ","  "
WR-P-E-A-0006035042,Niet piekeren," middelbare school en elk jaar",bij de open dag," en de minilessen verbazen we",bij de open dag,"VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,zonder) N(soort,ev,basis,zijd,stan)",VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.1.w.10 p.4.s.1.w.11 p.4.s.1.w.12 p.4.s.1.w.13,"   ","   "
WR-P-E-A-0000223328,Unspecified," ik zal het wel zien",bij de dag," der oordeels , zeg het",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.5.s.4.w.27 p.5.s.4.w.28 p.5.s.4.w.29,"  ","  "
WR-P-E-A-0000751375,Als dronkoers zijn quotiënt zo zakt tijdens zijn verlof," for it. Maar hou het",bij de dagen," : mrgreen : ",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,mv,basis)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.1.w.7 p.4.s.1.w.8 p.4.s.1.w.9,"  ","  "
WR-P-E-A-0000279191,Unspecified," , anders hoort da ni",bij de DAG," top 5 hé , ma",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.43 p.1.s.1.w.44 p.1.s.1.w.45,"  ","  "
WR-P-E-A-0004228759,Hier andersom!," toekomst zien ? we leven",bij de dag," en genieten met volle teugen",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.13.s.1.w.11 p.13.s.1.w.12 p.13.s.1.w.13,"  ","  "
WR-P-E-A-0000850317,hoe hou je de vonk in je relatie?," brandalcohol , naar 't schijnt",bij de dag," allemaal weten ze er meer",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.1 p.3.s.1.w.2 p.3.s.1.w.3,"  ","  "
WR-P-E-A-0005524365,De dag," ik doe is veel meer",bij de dag," leven . Je kunt jezelf",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9,"  ","  "
WR-P-E-G-0000002007,Subtitles for Vlaanderen Vakantieland (42/00)," nu voor het tweede jaar",bij de Dag," van het paard en bij",bij de Dag,"VZ(init) LID(bep,stan,rest) SPEC(deeleigen)",VZ LID SPEC,,,,,,,,,,,,,,,,,,,,,,,"  ",p.293.s.1.w.8 p.293.s.1.w.9 p.293.s.1.w.10,"  ","  "
WR-P-E-G-0000011598,All quiet on the western front," , jaren ? We leven",bij de dag," . Gisteren lagen we onder",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.293.s.1.w.3 p.293.s.1.w.4 p.293.s.1.w.5,"  ","  "
WR-P-E-G-0000011137,Kalifornia," te jagen ! Early leefde",bij de dag," . Hij deed wat hij",bij de dag,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.798.s.1.w.3 p.798.s.1.w.4 p.798.s.1.w.5,"  ","  "
