docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000010551,The lord of the rings the two towers," verradelijk . Hij houdt je",aan je woorden," . Ja ... ... op",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.71.s.2.w.4 p.71.s.2.w.5 p.71.s.2.w.6,"  ","  "
WR-P-E-G-0000001903,Subtitles for Thuis 861," . Maar ik hou je",aan je woord," . Je komt binnen als",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.311.s.1.w.5 p.311.s.1.w.6 p.311.s.1.w.7,"  ","  "
WR-P-E-G-0000004152,Subtitles for Thuis 1435," je . Ik hou je",aan je woord," ! Dat mag je .",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.345.s.1.w.4 p.345.s.1.w.5 p.345.s.1.w.6,"  ","  "
WR-P-E-G-0000005181,Subtitles for En nu (8)," * Heer , schenk gehoor",aan mijn woorden," , geef acht op mijn",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.18.s.1.w.6 p.18.s.1.w.7 p.18.s.1.w.8,"  ","  "
WR-P-E-G-0000005624,Subtitles for Panorama - De rechtvaardige rech," De afperser houdt zich dus",aan zijn woord," . Toch laat de procureur",aan zijn woord,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.152.s.1.w.6 p.152.s.1.w.7 p.152.s.1.w.8,"  ","  "
WR-P-E-G-0000010880,The great dictator," . Goed , maar denk",aan mijn woorden," ... uw zaak is gedoemd",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.678.s.1.w.5 p.678.s.1.w.6 p.678.s.1.w.7,"  ","  "
WR-P-E-G-0000009651,Subtitles for Quix V 42," . BLOSO . Je denkt",aan dat woord," elke dag , maar je",aan dat woord,"VZ(init) VNW(aanw,det,stan,prenom,zonder,evon) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.475.s.1.w.3 p.475.s.1.w.4 p.475.s.1.w.5,"  ","  "
WR-P-E-G-0000011062,Club dread," Er is iets heel bekends",aan die woorden," . het wil me alleen",aan die woord,"VZ(init) VNW(aanw,det,stan,prenom,zonder,rest) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.488.s.1.w.6 p.488.s.1.w.7 p.488.s.1.w.8,"  ","  "
WR-P-E-G-0000008124,Subtitles for Thuis 1768," Ik heb nog heel veel",aan je woorden," moeten denken . En weet",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.165.s.1.w.6 p.165.s.1.w.7 p.165.s.1.w.8,"  ","  "
WR-P-E-G-0000005284,Subtitles for Spring (91+92)," meedoen . Je gaat je",aan je woord," houden . Moet ik dit",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.85.s.1.w.4 p.85.s.1.w.5 p.85.s.1.w.6,"  ","  "
WR-P-E-G-0000010790,Ella enchanted," tja , ik heb me",aan mijn woord," gehouden , niet waar ?",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.157.s.1.w.8 p.157.s.1.w.9 p.157.s.1.w.10,"  ","  "
WR-P-E-G-0000010552,The lord of the rings the two towers," verradelijk . Het zal je",aan je woord," houden . Ja ... ...",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.71.s.2.w.4 p.71.s.2.w.5 p.71.s.2.w.6,"  ","  "
WR-P-E-G-0000010711,Lord of war," ... Je houdt je altijd",aan je woord," . Waar gaan we naar",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.405.s.1.w.5 p.405.s.1.w.6 p.405.s.1.w.7,"  ","  "
WR-P-E-G-0000002859,Subtitles for Thuis 1043," hield je anders ook niet",aan je woord," . Want jij en Rosa",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.85.s.1.w.7 p.85.s.1.w.8 p.85.s.1.w.9,"  ","  "
WR-P-E-G-0000011297,Amores perros," rug . Ik hou je",aan je woord," . Ik ga 'n cheque",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.903.s.1.w.4 p.903.s.1.w.5 p.903.s.1.w.6,"  ","  "
WR-P-E-G-0000004148,Subtitles for Histories - Louis De Lentdecker," Louis , je moet je",aan je laatste woord," houden . "" "" Ah",aan je laat woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) ADJ(prenom,sup,met-e,stan) N(soort,ev,basis,onz,stan)",VZ VNW ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.507.s.1.w.7 p.507.s.1.w.8 p.507.s.1.w.9 p.507.s.1.w.10,"   ","   "
WR-P-E-G-0000005057,Subtitles for FC De Kampioenen (173) - Eviva E," . Twijfel jij ook al",aan mijn woorden," ? Ho . Goed ,",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.596.s.1.w.5 p.596.s.1.w.6 p.596.s.1.w.7,"  ","  "
WR-P-E-G-0000000435,Subtitles for Stafkes Straffe Kost (27) - Een," , je hebt je niet",aan je woord," gehouden . Grrr ... De",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.165.s.1.w.7 p.165.s.1.w.8 p.165.s.1.w.9,"  ","  "
WR-P-E-G-0000010712,Lord of war," ... Je houdt je altijd",aan je woord," . Waar gaan we naar",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.399.s.1.w.5 p.399.s.1.w.6 p.399.s.1.w.7,"  ","  "
WR-P-E-G-0000005274,Subtitles for Spring (91)," meedoen . Je gaat je",aan je woord," houden . Moet ik dit",aan je woord,"VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.98.s.1.w.4 p.98.s.1.w.5 p.98.s.1.w.6,"  ","  "
WR-P-E-G-0000009467,Subtitles for Kongo (3) - 1950," . Dan mag ik niet",aan zijn woorden," twijfelen . Waarom mag hij",aan zijn woord,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.154.s.1.w.5 p.154.s.1.w.6 p.154.s.1.w.7,"  ","  "
WR-P-E-G-0000003693,Subtitles for Afrit 9 (24/2/03)," .. .. een meepakkertje .",Aan welk woordje," twijfel je ? Ik twijfel",aan welk woord,"VZ(init) VNW(vb,det,stan,prenom,zonder,evon) N(soort,ev,dim,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.34.s.1.w.1 p.34.s.1.w.2 p.34.s.1.w.3,"  ","  "
WR-P-E-G-0000000548,Subtitles for Thuis 1235," ... .. terug betekenis gegeven",aan dat woord," waar alles om draait .",aan dat woord,"VZ(init) VNW(aanw,det,stan,prenom,zonder,evon) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.346.s.1.w.10 p.346.s.1.w.11 p.346.s.1.w.12,"  ","  "
WR-P-E-G-0000010554,Star wars episode ii - attack of the clones," ligt . Ik houd me",aan mijn woord," . Met onze nieuwe gevechtsdro?des",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.207.s.1.w.4 p.207.s.1.w.5 p.207.s.1.w.6,"  ","  "
WR-P-E-A-0000483347,Anciaux voelt nattigheid.," Ik hoop dat Anciaux zich",aan z'n eigen woorden," zal houden . Er is",aan zijn eigen woord,"VZ(init) VNW(bez,det,stan,red,3,ev,prenom,zonder,agr) ADJ(prenom,basis,zonder) N(soort,mv,basis)",VZ VNW ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.6 p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9,"   ","   "
WR-P-E-A-0000894834,Dit is de uitleg die circuleert onder het Fortis personeel," maar NL houdt zich niet",aan zijn woord," . Zij plaatsen een figuurlijk",aan zijn woord,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.2.w.15 p.1.s.2.w.16 p.1.s.2.w.17,"  ","  "
WR-P-E-A-0000894836,Dit is de uitleg die circuleert onder het Fortis personeel," maar NL houdt zich niet",aan zijn woord," . Zij plaatsen een figuurlijk",aan zijn woord,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.2.w.15 p.1.s.2.w.16 p.1.s.2.w.17,"  ","  "
WR-P-E-A-0000483341,Anciaux voelt nattigheid.," Ik hoop dat Anciaux zich",aan z'n eigen woorden," zal houden . Er is",aan zijn eigen woord,"VZ(init) VNW(bez,det,stan,red,3,ev,prenom,zonder,agr) ADJ(prenom,basis,zonder) N(soort,mv,basis)",VZ VNW ADJ N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.6 p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9,"   ","   "
WR-P-E-A-0000559019,Vijf verdachten aanslag Madrid opgepakt: het was Al Qaeda," van Magrebijnse afkomst . Denk",aan mijn woorden," . Frankrijk staat nog het",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.2.w.2 p.4.s.2.w.3 p.4.s.2.w.4,"  ","  "
WR-P-E-A-0000465194,Kosovo nieuwste staat in Europa," wat je zo warrig vond",aan zijn woorden," , maar je blijft me",aan zijn woord,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.4.w.19 p.2.s.4.w.20 p.2.s.4.w.21,"  ","  "
WR-P-E-A-0000574426,Misbruik notionele intrestaftrek bestrijden: doe mee!," dachten dat de werkgever zich",aan zijn woord," zou houden "" . Ik",aan zijn woord,"VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.10.s.1.w.15 p.10.s.1.w.16 p.10.s.1.w.17,"  ","  "
WR-P-E-A-0004955826,Lieve inge b," Ik hoop dat je iets",aan mijn woorden," hebt . Lieve groetjes ,",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.1.w.6 p.4.s.1.w.7 p.4.s.1.w.8,"  ","  "
WR-P-E-A-0000559041,Vijf verdachten aanslag Madrid opgepakt: het was Al Qaeda," van Magrebijnse afkomst . Denk",aan mijn woorden," . Frankrijk staat nog het",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.2.w.2 p.1.s.2.w.3 p.1.s.2.w.4,"  ","  "
WR-P-E-A-0000564958,Zwakke Dollar; toeval - ?," naar externe bronnen om legitimiteit",aan mijn woorden," te geven ( je gelooft",aan mijn woord,"VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,mv,basis)",VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.2.w.10 p.2.s.2.w.11 p.2.s.2.w.12,"  ","  "
