docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-A-0000089858,Unspecified," Het merk wordt ineens het",gesprek van de dag," en zelfs de kranten schrijven",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.11.w.6 p.1.s.11.w.7 p.1.s.11.w.8 p.1.s.11.w.9,"   ","   "
WR-P-P-B-0000000012,De Tuin der Zeven Schemeringen," . Normaliter is zoiets het",gesprek van de dag," , en wendt men zelfs",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2724.s.4.w.5 p.2724.s.4.w.6 p.2724.s.4.w.7 p.2724.s.4.w.8,"   ","   "
WR-P-P-B-0000000229,Breekbaar," gevolgd . Het was het",gesprek van de dag," geweest in The Hollows ,",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.194.s.6.w.4 p.194.s.6.w.5 p.194.s.6.w.6 p.194.s.6.w.7,"   ","   "
WR-P-P-B-0000000229,Breekbaar," tussen Amber en Josh het",gesprek van de dag," op school . Dat maakte",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.488.s.4.w.11 p.488.s.4.w.12 p.488.s.4.w.13 p.488.s.4.w.14,"   ","   "
WR-P-P-B-0000000177,Dochter van de jungle," die ochtend was ik het",gesprek van de dag," . De taal klonk zo",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.247.s.1.w.25 p.247.s.1.w.26 p.247.s.1.w.27 p.247.s.1.w.28,"   ","   "
WR-P-E-G-0000010916,Kingpin," de Silver Legacy , 't",gesprek van de dag," ... ... met onze beroemde",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.733.s.1.w.7 p.733.s.1.w.8 p.733.s.1.w.9 p.733.s.1.w.10,"   ","   "
WR-P-P-B-0000000033,Het roze van Tiepolo," ofieten in Venetië niet het",gesprek van de dag," maar werd er wel degelijk",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.197.s.1.w.37 p.197.s.1.w.38 p.197.s.1.w.39 p.197.s.1.w.40,"   ","   "
WR-P-P-B-0000000155,Meesterwerk," bent in heel Europa het",gesprek van de dag," , ' ratelde ze .",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1653.s.1.w.8 p.1653.s.1.w.9 p.1653.s.1.w.10 p.1653.s.1.w.11,"   ","   "
WR-P-E-L-0000000009,Unspecified," de #vpro kantine is het",gesprek van de dag," Eerste artikel voor Noorderlicht staat",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.298.s.1.w.15 text.1.event.298.s.1.w.16 text.1.event.298.s.1.w.17 text.1.event.298.s.1.w.18,"   ","   "
WR-P-E-L-0000000414,Unspecified," http://t.co/5ajwzPY8 Hoopvolle christenen zijn hét",gesprek van de dag," http://t.co/JneOuznr via @StaatGeschreven Groenink :",gesprek van de dag,"N(soort,ev,basis,onz,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.50.s.1.w.5 text.1.event.50.s.1.w.6 text.1.event.50.s.1.w.7 text.1.event.50.s.1.w.8,"   ","   "
