docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000009217,"Subtitles for De hopeloze heks I, 12 - Wedstri"," ? Je valt met je",neus in de boter," . En we zouden niet",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.237.s.1.w.5 p.237.s.1.w.6 p.237.s.1.w.7 p.237.s.1.w.8,"   ","   "
WR-P-E-A-0000562222,Moslimjongere hangt tussen culturen," viel in 2001 met zijn",neus in de boter," . In de moskee speelde",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.13.s.1.w.8 p.13.s.1.w.9 p.13.s.1.w.10 p.13.s.1.w.11,"   ","   "
WR-P-E-A-0004799849,"Jet, moet je niet eens vroeg naar bed?"," . Ik viel met mijn",neus in de boter," toen ik na een lange",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.2.w.5 p.4.s.2.w.6 p.4.s.2.w.7 p.4.s.2.w.8,"   ","   "
WR-P-P-B-0000000155,Meesterwerk," zijn cameraman vielen met hun",neus in de boter," , ' mopperde ze ,",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.447.s.1.w.10 p.447.s.1.w.11 p.447.s.1.w.12 p.447.s.1.w.13,"   ","   "
WR-P-E-L-0000000205,Unspecified," . Ze valt met haar",neus in de Indonesische boter," : heb m'n kookcursusgerechten weer",neus in de indonesisch boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)",N VZ LID ADJ N,,,,,,,,,,,,,,,,,,,,,,,"    ",text.1.event.976.s.2.w.5 text.1.event.976.s.2.w.6 text.1.event.976.s.2.w.7 text.1.event.976.s.2.w.8 text.1.event.976.s.2.w.9,"    ","    "
WR-P-E-L-0000000205,Unspecified," zwitserse stekker te ruilen .",Neus in de boter," : de Ridderzaal bekeken !",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2376.s.2.w.1 text.1.event.2376.s.2.w.2 text.1.event.2376.s.2.w.3 text.1.event.2376.s.2.w.4,"   ","   "
WR-P-E-L-0000000512,Unspecified," juf Annemieke dus het Wilhelmus",Neus in de boter," http://t.co/YRNujSRA Nu op HP /",Neus in de boter,"SPEC(deeleigen) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",SPEC VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2073.s.1.w.3 text.1.event.2073.s.1.w.4 text.1.event.2073.s.1.w.5 text.1.event.2073.s.1.w.6,"   ","   "
WR-P-E-L-0000000329,Unspecified," de borst ? Met de",neus in de boter," . Mocht mee met de",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.4526.s.1.w.3 text.1.event.4526.s.1.w.4 text.1.event.4526.s.1.w.5 text.1.event.4526.s.1.w.6,"   ","   "
WR-P-E-L-0000000037,Unspecified," dacht dat ik met mijn",neus in de boter," viel ... Kijk ik nu",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.4154.s.1.w.7 text.1.event.4154.s.1.w.8 text.1.event.4154.s.1.w.9 text.1.event.4154.s.1.w.10,"   ","   "
WR-P-E-L-0000000595,Unspecified," Soms val je met je",neus in de boter," :-) ( @ Almere Havenfestival",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.760.s.1.w.6 text.1.event.760.s.1.w.7 text.1.event.760.s.1.w.8 text.1.event.760.s.1.w.9,"   ","   "
WR-P-E-L-0000000125,Unspecified," ' sho ! Met de",neus in de boter," #popronde #tilt @MarjoSp which way",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.1911.s.1.w.3 text.1.event.1911.s.1.w.4 text.1.event.1911.s.1.w.5 text.1.event.1911.s.1.w.6,"   ","   "
WR-P-E-L-0000000611,Unspecified," wateren . Val met m'n",neus in de boter," : Hero Brinkman gebruikt P",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.651.s.2.w.4 text.1.event.651.s.2.w.5 text.1.event.651.s.2.w.6 text.1.event.651.s.2.w.7,"   ","   "
WR-P-E-L-0000000067,Unspecified," , en je valt met",neus in de boter," , lekker weer ... @guusverbeek",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.3894.s.1.w.9 text.1.event.3894.s.1.w.10 text.1.event.3894.s.1.w.11 text.1.event.3894.s.1.w.12,"   ","   "
WR-P-E-L-0000000603,Unspecified," @BerberavanT je valt met je",neus in de boter," :-) goede stap hoor naar",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.981.s.1.w.6 text.1.event.981.s.1.w.7 text.1.event.981.s.1.w.8 text.1.event.981.s.1.w.9,"   ","   "
WR-P-E-L-0000000415,Unspecified," ? @ElsBoers Wel met je",neus in de boter," he ? Eerst kamerleden ,",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.496.s.1.w.5 text.1.event.496.s.1.w.6 text.1.event.496.s.1.w.7 text.1.event.496.s.1.w.8,"   ","   "
WR-P-E-L-0000000383,Unspecified," je valt wel met je",neus in de boter," met je nieuwe job .",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.3451.s.1.w.7 text.1.event.3451.s.1.w.8 text.1.event.3451.s.1.w.9 text.1.event.3451.s.1.w.10,"   ","   "
WR-P-E-L-0000000006,Unspecified," je wel :) met de",neus in de boter," , alleen maar stress en",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.1308.s.1.w.10 text.1.event.1308.s.1.w.11 text.1.event.1308.s.1.w.12 text.1.event.1308.s.1.w.13,"   ","   "
WR-P-E-L-0000000006,Unspecified," ! http://twitpic.com/45pfe6 @ClaudiaVdwerf met je",neus in de boter," ! Lieveheersbeestje . Lente .",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.1339.s.1.w.4 text.1.event.1339.s.1.w.5 text.1.event.1339.s.1.w.6 text.1.event.1339.s.1.w.7,"   ","   "
WR-P-E-L-0000000520,Unspecified," bij deze natuurlijk met je",neus in de boter," , soort van ;-) http://t.co/q8DazEJ5",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.409.s.1.w.10 text.1.event.409.s.1.w.11 text.1.event.409.s.1.w.12 text.1.event.409.s.1.w.13,"   ","   "
WR-P-P-G-0000149929,"Zelfde naam, zelfde rugnummer"," Den Bosch ` met zijn",neus in de boter," gevallen ' . Anderen van",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.22.s.1.w.12 p.22.s.1.w.13 p.22.s.1.w.14 p.22.s.1.w.15,"   ","   "
WR-P-E-J-0000032311,Lijst van uitdrukkingen en gezegden K-O," Het beste deel Met zijn",neus in de boter," vallen . : Precies op",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.193.w.6 p.1.s.193.w.7 p.1.s.193.w.8 p.1.s.193.w.9,"   ","   "
WR-P-P-B-0000000242,Undercover in de ouderenzorg," ' Je valt met je",neus in de boter," . Dit is de zwaarste",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.208.s.2.w.6 p.208.s.2.w.7 p.208.s.2.w.8 p.208.s.2.w.9,"   ","   "
WR-P-P-G-0000010131,Televisie uit een snelkookpan," die in Lelystad met zijn",neus in de boter," viel toen daar een heus",neus in de boter,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.4.w.18 p.4.s.4.w.19 p.4.s.4.w.20 p.4.s.4.w.21,"   ","   "
