docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-E-G-0000010940,Lucky numbers," nodig . Nu slaan we",spijkers met koppen," . Hoe zou je je",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.289.s.1.w.4 p.289.s.1.w.5 p.289.s.1.w.6,"  ","  "
WR-P-E-A-0004303887,Nieuwe politiek," lijn ? Naam partij :",spijkers met koppen," ? ",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.3.w.4 p.2.s.3.w.5 p.2.s.3.w.6,"  ","  "
WR-P-E-C-0000010824,Het nieuwe frequentieplan: de commentaren (slot)," volgens RadioVisie , het meest",spijkers met koppen," sloeg . Een Neumann microfoon",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.8.w.24 p.1.s.8.w.25 p.1.s.8.w.26,"  ","  "
WR-P-E-A-0000555187,Waarom de super boetes hun doel zullen missen," zullen missen Babeth slaagt hier",spijkers met koppen," en tot vele hun boosheid",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.4 p.1.s.1.w.5 p.1.s.1.w.6,"  ","  "
WR-P-E-A-0000805549,eedaflegging Jean pierre van rossem," maar verdomme die vent slaat",spijkers met koppen," . ",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.17 p.1.s.1.w.18 p.1.s.1.w.19,"  ","  "
WR-P-E-A-0005312171,Gekwelde vriendin," je te zeggen : sla",spijkers met koppen," . Als deze vriendschap niet",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.2.w.12 p.2.s.2.w.13 p.2.s.2.w.14,"  ","  "
WR-P-E-A-0006542906,"Jaha, druk!"," over : gaan we nu",spijkers met koppen," slaan betreffende een meeting ?",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.18 p.3.s.1.w.19 p.3.s.1.w.20,"  ","  "
WR-P-E-A-0000425058,Ik weet het niet meer.," wetenschappers . eindelijk sla je",spijkers met koppen," : sleeping : ",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.1.w.4 p.2.s.1.w.5 p.2.s.1.w.6,"  ","  "
WR-P-E-A-0000425062,Ik weet het niet meer.," meer . eindelijk sla je",spijkers met koppen," : sleeping : : -",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.4 p.1.s.1.w.5 p.1.s.1.w.6,"  ","  "
WR-P-E-A-0000431733,'Terreuralarm wordt misbruikt'," sloeg gisteren in zijn nieuwjaarstoespraak",spijkers met koppen," . ' In een democratie",spijker met kop,"N(soort,mv,basis) VZ(init) N(soort,mv,basis)",N VZ N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.7.s.1.w.15 p.7.s.1.w.16 p.7.s.1.w.17,"  ","  "
