regen	drup	1.1066015320232905
wal	sloot	2.13635398754264
hol	leeuw	0.9971947300793158
been	grond	0.7003120961331284
kat	spek	3.0047605145401812
duit	zak	1.5364759214376666
hoofd	hol	1.470662035233642
leven	brouwerij	2.3404718551302928
boter	vis	0.855619009587792
spek	bonen	0.8679947732896888
water	wijn	2.8031126402279525
water	zee	0.6342715838644223
duivel	biecht	1.200484128135473
kip	stok	2.8202759882398576
maas	net	2.7717856373479965
handdoek	ring	2.70220964002094
kont	krib	2.2069557516923837
geld	balk	3.015113445777636
kind	badwater	2.3836481056834278
olie	vuur	1.549087241312312
parel	zwijn	2.83388322633658
roet	eten	3.007792258882562
kop	wind	1.184730033226178
druk	ketel	2.8495255480536765
onderste	kan	2.8212148605711915
boter	hoofd	2.781775491776843
aal	staart	3.015113445777636
appel	dorst	2.7507393009526155
bord	kop	0.9411864959977646
gat	hoofd	0.460336031753755
gat	hand	0.5608017972857886
stok	deur	2.476010782623498
stuk	kraag	2.2657316786339274
vinger	pap	1.3212079036016433
brood	plank	1.4210077546262732
geld	zak	1.0666487160157991
haar	tand	0.6162839015252951
heft	hand	1.0773339225337428
pap	neem	-0.2654496328985398
schaap	droog	2.679211384969545
hand	knip	1.4540122061735785
vinger	pols	1.8007689884373275
oog	zeil	0.4029687910667951
slag	arm	1.1690131954162686
hoofd	water	1.9181627791081117
voet	stuk	1.8659558039447475
gezicht	plooi	2.026664672379765
kat	boom	2.159863358071192
oor	hoofd	0.4099888970956789
kat	zak	2.238536599132926
appel	ei	1.988803749711505
ei	geld	2.0783588141354508
baard	keel	2.2562912303195257
kous	kop	2.583506014048866
hoofd	boei	0.04207389679980193
veeg	pan	2.4670467328889565
poot	grond	1.2081106373843231
deksel	neus	2.0440493232659662
waar	geld	0.19021694780860224
oog	naald	1.9101516329668933
aap	mouw	2.6969960044549515
kink	kabel	2.9902325191566406
boer	kiespijn	-0.3978822813590993
god	frankrijk	0
hand	tand	1.2199575440856658
vinger	plek	0.8476455866457041
vuur	scheen	2.9988029186278506
slak	zout	2.8940511668182918
neus	wind	1.7710218034419047
ziel	arm	2.308533262009733
vuur	slof	3.00888852903216
been	lijf	0.33736979121875593
pas	plaats	-0.9797764238498161
mug	olifant	2.4314694326258848
luis	pels	0.9519135725195456
blad	mond	2.476125943339153
wind	zeil	1.6689219992991489
koe	kalf	0.7580348966839636
bok	schaap	0.9947889508704831
long	lijf	0.1036397759349452
adder	gras	2.1656199786116432
vlag	wimpel	1.1280232741597502
spijker	kop	2.153998868963017
spijker	kop	2.153998868963017
vlieg	klap	2.7482227921941114
paard	wagen	1.2345161165575296
gat	lucht	2.363042652762086
hak	tak	2.5534127503293345
hart	riem	2.5359063751786093
kop	zand	2.1535293175985393
vuur	vlam	0.5195133054622232
rug	muur	2.8262202102911282
zout	wond	2.9921105782844633
advocaat	duivel	2.385841528834725
ster	hemel	1.4191720217977988
koe	hoorn	2.0776651296560633
knol	citroen	1.5607247053096505
blok	slaap	2.7927661539723307
deur	huis	0.8419864737486463
neus	boter	2.5074803625836664
wal	schip	1.0620876257594356
daad	woord	2.1052317139178847
hond	pot	0.8177947357548833
hemd	lijf	1.4211797346392543
hek	dam	1.7918078401640363
held	sok	1.4324213466960285
vogel	kat	1.7983588032044562
gesprek	dag	-0.13941630568577104
kind	rekening	0.856468270712219
hoofd	wolk	2.206231301135094
vel	been	1.5937545711953593
neus	feit	2.1200020849354924
zout	wond	2.9921105782844633
boom	bos	0.8575076366119267
zool	schoen	0.5569779434086893
zak	as	2.650060863001698
neus	boek	0.8793355353196364
water	brood	2.0424196736680886
boel	stelt	2.343712140906401
deur	kier	1.1021257412148644
kogel	kerk	2.3285018633196892
hart	keel	1.81706626021065
kaas	brood	0.793661123603367
schrik	hart	1.6156908770656635
water	lip	1.681454566379789
water	mond	0.2729321725519629
bloed	water	0.10360137618629135
eten	mond	0.40620785597861153
hand	haar	-0.00828880870453107
brood	mond	2.57037480998785
